"feature","identified_name","mean_no_severe_pgd","mean_severe_pgd","mean_overall","fold_change","p_value","p_value_fdr","unique_vals_no_severe","unique_vals_severe","unique_vals","unique_percentage","low_detect_likely","isomer","multi_mode_detection","n_no_severe_pgd","n_severe_pgd","sw_p_value","cv","gap_ratio","sig_ord","in_annot","annot_sig","annot_name","sig_ord_annot"
"C18_479.3223_178.7","Hydroxyoctanoic acid",17.5750217025812,17.4065559938062,17.5532841917715,0.889788458970002,0.267729472738595,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.000255980037929527,0.0226037683371673,85.6360635481884,97,"N","N",NA,NA
"C18_202.072_58.5","N-ACETYL-D-GALACTOSAMINE",14.7843612248078,15.0395058936193,14.8172831175577,1.19345541289602,0.267995198764106,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.252943356343041,0.0393265075666882,20.533859032483,98,"Y","N",NA,NA
"C18_147.0298_14.5","Citramalic acid",16.4949099605878,16.202870770938,16.457227484504,0.816746804538973,0.269671654868613,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,1.89879356951607e-09,0.0312570538089951,63.2161653064675,99,"Y","N",NA,NA
"C18_176.0387_58.5","FORMYL-L-METHIONYL PEPTIDE",15.1996622636887,15.807303493989,15.2780675837274,1.52376585281376,0.27053691878939,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,1.08046062549869e-05,0.069211477525921,31.4504834859021,100,"N","N",NA,NA
"HILIC_334.2223_91.7","cis-4-hydroxycyclohexylacetic acid",16.5858509873633,15.4609964152284,16.4407084619266,0.458548242272047,0.280120389507765,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,3.94001940400372e-08,0.0998084832706226,32.8160455558938,101,"N","N",NA,NA
"HILIC_175.0866_84.1","INDOLE-3-ACETAMIDE",16.0159165502144,16.2785517220681,16.0498049594859,1.19966797245355,0.28175136201333,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,4.17264798655545e-06,0.0584799538303879,51.3639072216946,102,"N","N",NA,NA
"C18_253.217_209.8","Palmitoleic acid",23.0945860421145,23.5054223551868,23.1475971792852,1.3294562606704,0.292622480728848,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.098472595572155,0.0479377860082272,38.2405430111934,103,"Y","N",NA,NA
"C18_150.056_62.5","PYRIDOXINE",16.8083234733129,15.7709121188021,16.6744639436986,0.487200880432769,0.303725352034669,0.944431752443063,"50/54","7/8","57/62",91.9,"N",NA,"",54,8,2.52061898756635e-06,0.138450305314756,99.2743398558053,104,"Y","N",NA,NA
"HILIC_198.0977_59.7","chiro-Inositol",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,105,"N","N",NA,NA
"HILIC_198.0977_59.7","7-Methylguanine",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,106,"N","N",NA,NA
"HILIC_198.0977_59.7","7-Methylguanine",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,107,"N","N",NA,NA
"HILIC_198.0977_59.7","D-GALACTOSE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,108,"N","N",NA,NA
"HILIC_198.0977_59.7","MANNOSE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,109,"N","N",NA,NA
"HILIC_198.0977_59.7","MYO-INOSITOL",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,110,"N","N",NA,NA
"HILIC_198.0977_59.7","D-FRUCTOSE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,111,"N","N",NA,NA
"HILIC_198.0977_59.7","ALLOSE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,112,"N","N",NA,NA
"HILIC_198.0977_59.7","L-SORBOSE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,113,"N","N",NA,NA
"HILIC_198.0977_59.7","ALPHA-D-GLUCOSE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,114,"N","N",NA,NA
"HILIC_198.0977_59.7","D-TAGATOSE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,115,"N","N",NA,NA
"HILIC_198.0977_59.7","D-PSICOSE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,116,"N","N",NA,NA
"HILIC_198.0977_59.7","PARAXANTHINE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,117,"N","N",NA,NA
"HILIC_198.0977_59.7","THEOPHYLLINE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,118,"N","N",NA,NA
"HILIC_198.0977_59.7","THEOBROMINE",25.1604470008831,25.0332049369538,25.1440286700535,0.915580052079074,0.308194977922851,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.163152772986024,0.00971930615462124,12.0967561414083,119,"N","N",NA,NA
"HILIC_214.0562_192.9","N(PAI)-METHYL-L-HISTIDINE",17.2412585947685,16.5889798140929,17.1570935908104,0.636274504592766,0.315204164135645,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00127829595765,0.0609072660700445,34.825538347687,120,"N","N",NA,NA
"C18_157.0119_49.2","Erythronic acid",20.9838490254316,21.4468627592694,21.0435927330235,1.37841827486377,0.316590741755649,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0621147453028917,0.0483566640740278,12.3899946725064,121,"N","N",NA,NA
"HILIC_175.0343_171.3","3-METHYL-2-OXOVALERIC ACID",15.4487497674536,15.7253567245751,15.4844409877274,1.21134260145716,0.318456528179591,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.721389260776276,0.0487299371143238,18.3971420168702,122,"Y","N",NA,NA
"HILIC_175.0343_171.3","4-METHYL-2-OXOVALERIC ACID",15.4487497674536,15.7253567245751,15.4844409877274,1.21134260145716,0.318456528179591,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.721389260776276,0.0487299371143238,18.3971420168702,123,"Y","N",NA,NA
"HILIC_175.0343_171.3","MEVALOLACTONE",15.4487497674536,15.7253567245751,15.4844409877274,1.21134260145716,0.318456528179591,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.721389260776276,0.0487299371143238,18.3971420168702,124,"Y","N",NA,NA
"HILIC_197.0944_58.9","NONANOATE",19.8993896196481,19.7736285217723,19.8831623812125,0.916520402695335,0.330621057326982,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.175940604313671,0.0132653626948784,15.4767729763138,125,"N","N",NA,NA
"HILIC_109.076_186.2","1-Methylhistamine",17.302316405492,16.985758545004,17.2614702299452,0.802983439543651,0.347478737940743,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0580723975919684,0.0441422907180486,11.0431784207131,126,"N","N",NA,NA
"C18_132.0302_14.4","D-ASPARTATE",16.2565664814364,16.3632316396397,16.2703297276562,1.07673644242511,0.358341798949804,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,2.26656465008304e-14,0.0355457761407998,476.394062614718,127,"Y","N",NA,NA
"C18_131.035_176.5","PYRUVIC ALDEHYDE",17.7455310476387,17.5790054066544,17.7240438681569,0.890985809131186,0.360135582163405,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,9.8692071771663e-10,0.0442040929504145,109.676511947487,128,"Y","N",NA,NA
"C18_190.0509_58.4","3-Oxindole-3-acetate",15.6884092970044,15.2890043018831,15.6368731686017,0.758170908143583,0.377353152913057,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.547762474005673,0.047115108347507,21.2227570880655,129,"Y","N",NA,NA
"HILIC_258.11_186.3","Glycerophosphocholine",17.7035232573534,18.0885269951884,17.7532011590095,1.30586317040601,0.377925443179803,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00142979907924405,0.0601197388929179,43.7832486491759,130,"Y","N",NA,NA
"HILIC_201.1122_81.7","5-VALEROLACTONE",16.6240615945802,17.0651523670232,16.6809765329599,1.35763039748217,0.382331083416634,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0589430788848463,0.0700242210564788,23.3969898275638,131,"N","N",NA,NA
"HILIC_218.1387_109.4","Propionylcarnitine",24.6353562267668,24.961895023353,24.677490265036,1.25400125899962,0.382988633349163,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.579951366217989,0.0305945977456326,11.0142391046058,132,"N","N",NA,NA
"C18_191.056_19.5","QUINATE",16.249869606096,16.390030264395,16.2679548523281,1.10202783069435,0.391636405829951,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,2.28096615844055e-10,0.0363635149740013,127.594573864015,133,"Y","N",NA,NA
"C18_191.056_19.5","Dimethylmalonic acid",16.249869606096,16.390030264395,16.2679548523281,1.10202783069435,0.391636405829951,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,2.28096615844055e-10,0.0363635149740013,127.594573864015,134,"Y","N",NA,NA
"C18_191.056_19.5","Dimethyl succinate",16.249869606096,16.390030264395,16.2679548523281,1.10202783069435,0.391636405829951,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,2.28096615844055e-10,0.0363635149740013,127.594573864015,135,"Y","N",NA,NA
"HILIC_265.1178_78.7","3,4-Dihydroxyhydrocinnamic acid",22.4280916553322,22.874495549481,22.485692157803,1.36263946318807,0.39318285984327,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,3.7413111087937e-07,0.0711492466706035,74.8799274075689,136,"Y","N",NA,NA
"HILIC_265.1178_78.7","Phenylacetylglutamine",22.4280916553322,22.874495549481,22.485692157803,1.36263946318807,0.39318285984327,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,3.7413111087937e-07,0.0711492466706035,74.8799274075689,137,"Y","N",NA,NA
"C18_287.0882_58.3","DEOXYURIDINE",15.6078896194612,15.843121655236,15.6382421402064,1.17709604016967,0.394329629999063,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.94450685155403,0.0401433882712367,14.4380250325783,138,"N","N",NA,NA
"C18_287.0882_58.3","THYMIDINE",15.6078896194612,15.843121655236,15.6382421402064,1.17709604016967,0.394329629999063,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.94450685155403,0.0401433882712367,14.4380250325783,139,"N","N",NA,NA
"HILIC_181.0721_71.4","PARAXANTHINE",18.9393178862962,17.748996446374,18.7857280230804,0.438205215390448,0.396029587718326,0.944431752443063,"53/54","7/8","60/62",96.8,"N",NA,"",54,8,1.71995770267556e-06,0.12944649573365,62.1960628148581,140,"Y","N",NA,NA
"HILIC_181.0721_71.4","5-Acetylamino-6-amino-3-methyluracil",18.9393178862962,17.748996446374,18.7857280230804,0.438205215390448,0.396029587718326,0.944431752443063,"53/54","7/8","60/62",96.8,"N",NA,"",54,8,1.71995770267556e-06,0.12944649573365,62.1960628148581,141,"Y","N",NA,NA
"C18_151.0401_140.4","RESORCINOL MONOACETATE",19.0456304534407,18.3428910201132,18.9549543975275,0.614404448437607,0.398304112373351,0.944431752443063,"51/54","8/8","59/62",95.2,"N",NA,"",54,8,1.14136561392157e-09,0.117414399396868,81.869915942102,142,"Y","N",NA,NA
"C18_151.0401_140.4","2',4'-DIHYDROXYACETOPHENONE",19.0456304534407,18.3428910201132,18.9549543975275,0.614404448437607,0.398304112373351,0.944431752443063,"51/54","8/8","59/62",95.2,"N","yes -but different RT","",54,8,1.14136561392157e-09,0.117414399396868,81.869915942102,143,"Y","N",NA,NA
"C18_174.0406_14.6","N-ACETYL-L-ASPARTIC ACID",16.0316394566977,15.7007867718605,15.9889487876864,0.795066431903966,0.399795607597987,0.944431752443063,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,5.29564210200731e-06,0.0563826437460858,57.8330038619856,144,"Y","N",NA,NA
"HILIC_192.0743_192.8","N(PAI)-METHYL-L-HISTIDINE",16.5049522333383,15.8439439727914,16.4196608448807,0.632436149979642,0.401255661415069,0.944431752443063,"53/54","7/8","60/62",96.8,"N",NA,"",54,8,1.27882619757208e-05,0.0806973006793257,54.4356719243624,145,"N","N",NA,NA
"HILIC_300.2897_71.1","Palmitoylethanolamide",16.643095458967,15.704086476594,16.5219330096286,0.521591049273376,0.401428388105908,0.944431752443063,"50/54","6/8","56/62",90.3,"N",NA,"",54,8,1.27713789352089e-06,0.129732638435077,44.5495217267449,146,"N","N",NA,NA
"HILIC_203.1501_187.9","Asymmetric dimethylarginine",19.91413243348,20.5501454020482,19.9961986229727,1.55402850686409,0.404955503602202,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0897751338761269,0.0860788011164124,20.732713728304,147,"N","N",NA,NA
"HILIC_162.0502_169.5","5-Aminopentanoic acid",19.1397339541867,19.3576241917579,19.1678488235507,1.16303155297568,0.405647364226808,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0553647026290287,0.0349774111630589,45.132827283949,148,"N","N",NA,NA
"HILIC_134.1176_139.2","HEXANOATE",20.9222283473807,20.6789559734769,20.8908383636512,0.844826870094401,0.411411432807618,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.32160632312637,0.0305259959070651,17.4154182760257,149,"N","N",NA,NA
"HILIC_134.1176_139.2","TRANS-CYCLOHEXANE-1,2-DIOL",20.9222283473807,20.6789559734769,20.8908383636512,0.844826870094401,0.411411432807618,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.32160632312637,0.0305259959070651,17.4154182760257,150,"N","N",NA,NA
"HILIC_130.0863_196.9","Propionylcarnitine",19.700031701338,20.1709142694127,19.7607907423799,1.38595706746892,0.411565740680038,0.944431752443063,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,6.28680090916664e-09,0.127932828006615,124.555095415342,151,"Y","N",NA,NA
"C18_145.0871_136.6","PRENOL",17.0275131144743,16.7753885170921,16.9949809083605,0.839658973232874,0.42225362362442,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,2.59116201312657e-05,0.0260497102040652,119.354956313511,152,"N","N",NA,NA
"C18_145.0871_136.6","3-METHYLBUTANAL",17.0275131144743,16.7753885170921,16.9949809083605,0.839658973232874,0.42225362362442,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,2.59116201312657e-05,0.0260497102040652,119.354956313511,153,"N","N",NA,NA
"C18_145.0871_136.6","2-METHYLBUTANAL",17.0275131144743,16.7753885170921,16.9949809083605,0.839658973232874,0.42225362362442,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,2.59116201312657e-05,0.0260497102040652,119.354956313511,154,"N","N",NA,NA
"HILIC_154.0499_84.7","3-AMINO-5-HYDROXYBENZOIC ACID",20.5612566938506,19.1040775642444,20.373233580353,0.36420455487075,0.422512644464026,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,7.97919402033666e-12,0.0959760750142231,181.92793271056,155,"Y","N",NA,NA
"HILIC_154.0499_84.7","3-AMINO-4-HYDROXYBENZOIC ACID",20.5612566938506,19.1040775642444,20.373233580353,0.36420455487075,0.422512644464026,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,7.97919402033666e-12,0.0959760750142231,181.92793271056,156,"Y","N",NA,NA
"C18_157.0368_51.3","ALLANTOIN",14.9879930412124,15.3900425988928,15.0398704034938,1.32138379542482,0.424560362451896,0.944431752443063,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,6.41432000778961e-07,0.11737847876788,44.0254464725923,157,"N","N",NA,NA
"HILIC_104.0534_49.2","7-Methylguanine",18.0291377012835,18.1913015196493,18.0500620649436,1.11896415246845,0.427047202587168,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00063800471226888,0.0197282397044028,66.4252276402842,158,"N","N",NA,NA
"HILIC_181.1587_47.6","3-Hydroxydodecanoic acid",17.5159772019502,17.3119414243732,17.4896500048435,0.868118698748578,0.427501126215868,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0951133863837397,0.0451639051124218,24.9736636834296,159,"N","N",NA,NA
"C18_160.0615_15.9","ALPHA-AMINOADIPATE",15.4154051328866,15.5589455505074,15.4339264770957,1.10461254532865,0.431645447255595,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,5.10732845718754e-07,0.0568454417323395,72.8957263531353,160,"Y","N",NA,NA
"C18_160.0615_15.9","N-METHYL-L-GLUTAMATE",15.4154051328866,15.5589455505074,15.4339264770957,1.10461254532865,0.431645447255595,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,5.10732845718754e-07,0.0568454417323395,72.8957263531353,161,"Y","N",NA,NA
"HILIC_161.1074_82.5","TRYPTAMINE",15.6718295482804,15.2401676877758,15.6161312436991,0.74140725589598,0.436761540859118,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,2.99857654284756e-07,0.0808348045583286,57.0828365264446,162,"Y","N",NA,NA
"C18_221.0603_49.8","L-CYSTATHIONINE",15.121740246941,14.5929019633177,15.0535030490541,0.693112631718818,0.437340183979193,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,3.37730777070705e-06,0.0579656941422785,44.3005305488317,163,"Y","N",NA,NA
"C18_107.0503_138.1","m-Cresol",18.6979339739107,19.1522646168841,18.7565572826814,1.37014696008081,0.437997336161984,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,3.66492910323114e-07,0.0791505998675953,88.8720467698323,164,"Y","N",NA,NA
"HILIC_177.1122_68.9","2-METHYLPROPANOATE",16.8590055892833,15.8695487547809,16.7313337396701,0.503667366892937,0.438185208508613,0.944431752443063,"48/54","7/8","55/62",88.7,"N",NA,"",54,8,1.53047100263768e-06,0.190302610571314,55.3410664910093,165,"N","N",NA,NA
"HILIC_171.0958_193.2","3-(Methylthio)-1-propene",17.5595396780372,16.8385737773015,17.4665118198778,0.60669111959025,0.438684427288252,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,3.8709450231346e-05,0.0793628260528527,53.0454678458696,166,"N","N",NA,NA
"C18_155.0351_203.1","HYDROQUINONE",16.3100032038765,16.5377580586618,16.3393909270746,1.17101118408436,0.443085313110567,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,8.66058973081718e-10,0.0654561403780535,63.0853889263012,167,"Y","N",NA,NA
"C18_153.0194_136","3,5-Dihydroxybenzoic acid",18.4347092287922,17.7746300756839,18.3495377251654,0.632843575225668,0.447312065828169,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,1.80437180345945e-07,0.0849962766998816,91.8560924348638,168,"N","N",NA,NA
"C18_136.0404_141.9","SALICYLAMIDE",16.8954304020327,16.5315112619705,16.8484730936376,0.777050819581962,0.447542597308825,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,1.09215695221109e-09,0.0544199972419149,27.9357198547553,169,"N","N",NA,NA
"HILIC_127.039_49.1","6-Oxopiperidine-2-carboxylic acid",17.6231050919567,17.7663192654358,17.6415843401475,1.10436278178321,0.448422075072852,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00106731610460221,0.0183817832823168,53.1086537234549,170,"Y","N",NA,NA
"HILIC_127.039_49.1","3-Hydroxy-3-methylglutarate",17.6231050919567,17.7663192654358,17.6415843401475,1.10436278178321,0.448422075072852,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00106731610460221,0.0183817832823168,53.1086537234549,171,"Y","N",NA,NA
"HILIC_192.0655_156.6","L-KYNURENINE",18.9683219723379,18.5261507654006,18.9112676230556,0.736026080504224,0.450026059517739,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.0977965535546816,0.0521526003454618,25.9287769426716,172,"Y","N",NA,NA
"HILIC_192.0655_156.6","KYNURENINE",18.9683219723379,18.5261507654006,18.9112676230556,0.736026080504224,0.450026059517739,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.0977965535546816,0.0521526003454618,25.9287769426716,173,"Y","N",NA,NA
"C18_206.0821_132.9","3-Phenylpropionylglycine",15.0354590545774,14.8039384446022,15.0055854274838,0.85173668247773,0.450101443188353,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.000669861343470323,0.0388374541234513,25.3733076543117,174,"N","N",NA,NA
"HILIC_433.2417_49.1","4-Hydroxycyclohexylcarboxylic acid",23.9671545900914,24.1660271197278,23.9928155616574,1.14780099458769,0.450353532422887,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,1.64596045113959e-05,0.0167431412414738,91.0833018980013,175,"N","N",NA,NA
"HILIC_365.1053_189.1","MELIBIOSE",17.0955522217617,17.5340460462614,17.1521320700842,1.35518876981486,0.462542171161338,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,6.70935783747349e-05,0.0658507346896205,39.1679646680857,176,"N","N",NA,NA
"HILIC_365.1053_189.1","D-(+)-CELLOBIOSE",17.0955522217617,17.5340460462614,17.1521320700842,1.35518876981486,0.462542171161338,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,6.70935783747349e-05,0.0658507346896205,39.1679646680857,177,"N","N",NA,NA
"HILIC_365.1053_189.1","MALTOSE",17.0955522217617,17.5340460462614,17.1521320700842,1.35518876981486,0.462542171161338,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,6.70935783747349e-05,0.0658507346896205,39.1679646680857,178,"N","N",NA,NA
"HILIC_365.1053_189.1","SUCROSE",17.0955522217617,17.5340460462614,17.1521320700842,1.35518876981486,0.462542171161338,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,6.70935783747349e-05,0.0658507346896205,39.1679646680857,179,"N","N",NA,NA
"HILIC_365.1053_189.1","PALATINOSE",17.0955522217617,17.5340460462614,17.1521320700842,1.35518876981486,0.462542171161338,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,6.70935783747349e-05,0.0658507346896205,39.1679646680857,180,"N","N",NA,NA
"C18_165.0192_133.4","DIHYDROXYMANDELIC ACID",17.8243885299478,17.9859178566255,17.8452310237127,1.11847214457003,0.462606368855373,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0284238038017173,0.0272381917023899,44.2096452247243,181,"N","N",NA,NA
"HILIC_137.071_147.4","1-METHYLNICOTINAMIDE",21.4170933841477,21.879150157995,21.4767136130312,1.37750425373472,0.465642769135924,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.000149032111393811,0.0635172128840036,67.1243277810024,182,"Y","N",NA,NA
"HILIC_209.0921_156.5","L-KYNURENINE",19.439371568926,19.0186450883077,19.3850842811043,0.747048347420808,0.465928448945097,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.0540810017789808,0.0506674359470542,23.3206265173873,183,"Y","N",NA,NA
"HILIC_209.0921_156.5","KYNURENINE",19.439371568926,19.0186450883077,19.3850842811043,0.747048347420808,0.465928448945097,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.0540810017789808,0.0506674359470542,23.3206265173873,184,"Y","N",NA,NA
"HILIC_152.0564_162.3","GUANINE",16.3085542278574,15.9203567946295,16.2584642364732,0.764083688156689,0.472133221032703,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00373287538350815,0.0606370718885537,42.1800015486933,185,"N","N",NA,NA
"C18_243.0619_57.7","URIDINE",19.6771552275243,19.544360028126,19.6600203630858,0.912062629968281,0.476699462416893,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.455056483284406,0.0228838274600451,12.758029264272,186,"Y","N",NA,NA
"HILIC_170.0924_193.2","Dihydrothymine",21.3698173118406,20.8894624186306,21.3078360352974,0.71680127405917,0.477910589697001,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0826892256663698,0.0539373328792181,21.4245684542124,187,"Y","N",NA,NA
"C18_121.0295_142.5","3-HYDROXYBENZALDEHYDE",20.5667467528134,20.4617641122363,20.5532006056422,0.929816130684006,0.47859802020077,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.233648578405442,0.0213708609437818,15.7862984396163,188,"Y","N",NA,NA
