Query.Mass,Matched.Compound,Matched.Form,Retention.Time,Mass.Diff,Empirical.Compound
154.0839,C00123,M+Na[1+],157.2,2.35332299780566e-05,EC00099
86.0965,C00123,M-HCOOH+H[1+],156.3,2.35332300064783e-05,EC00099
88.11213,C00123,M-CO2+H[1+],145,5.3533229987579e-05,EC00099
96.0808,C00123,M-H4O2+H[1+],148.3,0.000123533229981376,EC00099
161.0455,C00124,M-H2O-H[-],101.1,2.35332299780566e-05,EC00017
163.0601,C00124,M-H2O+H[1+],193.7,2.35332300064783e-05,EC00018
179.056,C00124,M-H[-],50.1,0.000123533229981376,EC00019
180.0595,C00124,M(C13)-H[-],49.2,2.35332299780566e-05,EC00019
195.0506,C00124,M-H+O[-],112.7,0.000433533229994509,EC00017
203.0526,C00124,M+Na[1+],171.9,7.64667699968413e-05,EC00020
220.0823,C00124,M+ACN-H[-],53.5,0.000368533229988088,EC00019
89.0245,C00124,M-2H[2-],180.3,7.64667699968413e-05,EC00021
89.02458,C00124,M-2H[2-],50.3,0.000156466769993813,EC00019
305.068,C00127,M-2H[2-],147.3,0.000723533230029716,EC000101
613.1612,C00127,M+H[1+],211.7,0.00192353322995586,EC000102
226.9869,C00129,M-H2O-H[-],58.3,0.00102353322998283,EC000103
513.9885,C00131,M+Na[1+],79.8,0.00157646676996137,EC000104
110.0713,C00135,M-HCOOH+H[1+],197.6,7.64667699968413e-05,EC000105
112.0869,C00135,M-CO2+H[1+],189.5,7.64667699968413e-05,EC000106
136.0518,C00135,M-H2O-H[-],177,0.000176466770000161,EC000107
136.0519,C00135,M-H2O-H[-],49.5,0.000276466770003481,EC000108
138.0662,C00135,M-H2O+H[1+],187.4,2.35332300064783e-05,EC000106
154.0624,C00135,M-H[-],50.1,0.000176466770000161,EC000108
154.0625,C00135,M-H[-],180.2,0.000276466770003481,EC000107
155.0655,C00135,M(C13)-H[-],54.1,0.000123533230009798,EC000108
155.0689,C00135,M[1+],163.6,0.000599999999991496,EC000109
156.0765,C00135,M+H[1+],166.4,0.000276466770003481,EC000109
156.0767,C00135,M+H[1+],197.5,7.6466770025263e-05,EC000105
157.0801,C00135,M(C13)+H[1+],197.4,7.6466770025263e-05,EC000105
178.0587,C00135,M+Na[1+],197.5,7.6466770025263e-05,EC000105
161.0455,C00137,M-H2O-H[-],101.1,2.35332299780566e-05,EC00017
163.0601,C00137,M-H2O+H[1+],193.7,2.35332300064783e-05,EC00018
179.056,C00137,M-H[-],50.1,0.000123533229981376,EC00019
180.0595,C00137,M(C13)-H[-],49.2,2.35332299780566e-05,EC00019
195.0506,C00137,M-H+O[-],112.7,0.000433533229994509,EC00017
203.0526,C00137,M+Na[1+],171.9,7.64667699968413e-05,EC00020
220.0823,C00137,M+ACN-H[-],53.5,0.000368533229988088,EC00019
89.0245,C00137,M-2H[2-],180.3,7.64667699968413e-05,EC00021
89.02458,C00137,M-2H[2-],50.3,0.000156466769993813,EC00019
186.076,C00140,M-H4O2+H[1+],281.6,2.35332299780566e-05,EC000110
186.0761,C00140,M-H4O2+H[1+],158,0.000123533229981376,EC000111
202.072,C00140,M-H2O-H[-],58.5,2.35332299780566e-05,EC000112
204.0868,C00140,M-H2O+H[1+],279.1,0.000223533230013118,EC000110
220.0823,C00140,M-H[-],53.5,0.000323533229988016,EC000112
222.0973,C00140,M+H[1+],157.2,0.000123533229981376,EC000111
241.0563,C00140,M+Na-2H[-],168.2,0.00104706646001773,EC000111
244.0791,C00140,M+Na[1+],160.5,7.64667699968413e-05,EC000111
256.0589,C00140,M+Cl[-],54.8,9.99999999748979e-05,EC000112
258.0558,C00140,M+Cl37[-],54,0,EC000112
260.053,C00140,M+K[1+],162.9,0.000323533230016437,EC000111
266.0877,C00140,M+HCOO[-],52.9,0.000155000000006567,EC000112
115.0402,C00141,M-H[-],58.3,0.00017646676998595,EC000113
115.04021,C00141,M-H[-],246.6,0.000186466769989124,EC000114
116.0435,C00141,M(C13)-H[-],58.6,7.64667699826305e-05,EC000113
131.0351,C00141,M-H+O[-],49.4,0.000166466769996987,EC000115
156.0666,C00141,M+ACN-H[-],155.3,3.14667699967686e-05,EC000116
156.0667,C00141,M+ACN-H[-],58.5,0.000131466770000088,EC000113
97.0295,C00141,M-H2O-H[-],260.3,7.64667699826305e-05,EC000114
97.0296,C00141,M-H2O-H[-],49.9,0.00017646676998595,EC000115
99.0441,C00141,M-H2O+H[1+],152.6,0.000123533229995587,EC000116
456.1638,C00143,M-H[-],134.9,7.64667699968413e-05,EC000117
494.1381,C00143,M+Cl37[-],139.1,0.00120000000003984,EC000117
108.0663,C00147,M-CO+H[1+],163.8,0.000476466769981698,EC000118
134.0472,C00147,M-H[-],6.5,2.35332299780566e-05,EC000119
134.0473,C00147,M-H[-],213.8,7.6466770025263e-05,EC000120
134.04733,C00147,M-H[-],58.5,0.000106466770006364,EC000121
136.0618,C00147,M+H[1+],155.4,2.35332300064783e-05,EC000118
137.06516,C00147,M(C13)+H[1+],17.6,1.64667700062182e-05,EC000119
138.0581,C00147,M(S34)+H[1+],163.8,0.000523533229994655,EC000118
154.072,C00147,M+H2O+H[1+],159.4,0.0003764667700068,EC000118
180.0528,C00147,M+HCOO[-],58.5,0.000654999999994743,EC000121
194.0669,C00147,M+CH3COO[-],17.9,0.000894999999985657,EC000119
114.0561,C00148,M-H[-],157.8,7.64667699968413e-05,EC000122
115.0632,C00148,M[1+],128.1,0.00010000000000332,EC000123
116.0704,C00148,M+H[1+],128.4,0.00017646676998595,EC000123
116.0706,C00148,M+H[1+],172.1,2.35332300064783e-05,EC000124
117.0737,C00148,M(C13)+H[1+],128.8,0.00027646676998927,EC000123
117.074,C00148,M(C13)+H[1+],171.4,2.35332300064783e-05,EC000124
130.051,C00148,M-H+O[-],153,6.64667699936672e-05,EC000122
134.0812,C00148,M+H2O+H[1+],144.7,2.35332299780566e-05,EC000122
138.0519,C00148,M+Na[1+],166.6,0.000676466770016759,EC000124
160.06151,C00148,M+HCOO[-],116.7,0.000564999999994598,EC000123
98.0601,C00148,M-H2O+H[1+],74.3,0.000123533230009798,EC000125
98.06019,C00148,M-H2O+H[1+],149.2,0.000213533230009944,EC000122
99.0441,C00148,M-NH3+H[1+],152.6,2.35332300064783e-05,EC000122
133.0142,C00149,M-H[-],16.5,2.35332300064783e-05,EC000126
137.0248,C00149,M(S34)+H[1+],20.6,0.000223533229984696,EC000126
174.0406,C00149,M+ACN-H[-],14.6,0.000168533229981449,EC000126
113.0359,C00152,M-H2O-H[-],191.2,0.000276466769975059,EC000127
115.0502,C00152,M-H2O+H[1+],178.2,2.35332299922675e-05,EC000128
115.05022,C00152,M-H2O+H[1+],234.9,4.35332299844049e-05,EC000129
115.05028,C00152,M-H2O+H[1+],20.1,0.000103533229989239,EC000130
115.0503,C00152,M-H2O+H[1+],100.7,0.000123533229981376,EC000131
116.0342,C00152,M-NH3+H[1+],191.2,7.64667700110522e-05,EC000127
133.0608,C00152,M+H[1+],190.7,2.35332299780566e-05,EC000127
105.0448,C00153,M-H2O+H[1+],75.8,0.000123533229995587,EC000132
123.0552,C00153,M+H[1+],26.9,7.64667699968413e-05,EC000133
123.0553,C00153,M+H[1+],147.4,2.35332300064783e-05,EC000134
124.0587,C00153,M(C13)+H[1+],72.9,2.35332300064783e-05,EC000132
